nct_id,title,overall_status,study_type,completion_date,lead_sponsor,lead_sponsor_class,collaborator,collaborator_class,phase,locations,has_drug_intervention,drugs,disposition_date,results_date,enrollment,phase_normalised,is_completed,is_overdue,pubmed_results
NCT00505037,A Phase 2 Study of ASP1585 in Chronic Kidney Disease Patients With Hyperphosphatemia on Hemodialysis,Completed,Interventional,2008-09-01,Astellas Pharma Inc,Industry,,,2,Japan,True,ASP1585; Placebo; Sevelamer hydrochloride; ,,,156.0,2,True,False,True
NCT00507455,Solifenacin Succinate With Tamsulosin HCl in Males With Lower Urinary Tract Symptoms and Bladder Outlet Obstruction,Completed,Interventional,2008-08-01,Astellas Pharma Inc,Industry,,,2,Belgium Czech Republic Germany Hungary Poland United States,True,solifenacin succinate; tamsulosin hydrochloride; Placebo to solifenacin; Placebo to tamsulosin; ,,2014-07-14,222.0,2,True,False,False
NCT00509873,A Study of the Safety and Efficacy of Gatifloxacin in Patients With Bacterial Conjunctivitis,Completed,Interventional,2008-06-01,Allergan,Industry,,,3,United States,True,Gatifloxacin 0.5% eye drops; placebo eye drops; ,,2010-06-15,578.0,3,True,False,False
NCT00510406,A Study With Combination Treatment (Tamsulosin Hydrochloride and Solifenacin Succinate) in Male Patients With LUTS/BPH,Completed,Interventional,2007-09-01,Astellas Pharma Inc,Industry,,,2,Austria Czech Republic Denmark Finland France Germany Hungary Netherlands Norway Poland Portugal Russian Federation Slovakia Spain Sweden United Kingdom,True,tamsulosin hydrochloride; solifenacin succinate; Placebo; ,,,919.0,2,True,False,True
NCT00511706,Safety and Efficacy of a New Treatment as Adjunctive Therapy to Anti-vascular Endothelial Growth Factor (Anti-VEGF) Treatment in Patients With Age-Related Macular Degeneration (AMD),Completed,Interventional,2009-03-01,Allergan,Industry,,,2,"Australia France Israel Italy Korea, Republic of New Zealand Portugal United Kingdom United States",True,dexamethasone; ,,2012-08-01,243.0,2,True,False,False
NCT00514852,Safety and Efficacy of an Artificial Tear for the Treatment of Dry Eye,Completed,Interventional,2008-01-01,Allergan,Industry,,,,United States,True,Carboxymethylcellulose and Glycerin based artificial tear; Carboxymethylcellulose; ,,2009-05-19,316.0,5,True,False,False
NCT00516919,Study of Behavioral Weight Loss Therapy for Obesity and Binge Eating in Monolingual Hispanic Persons,Completed,Interventional,2010-12-01,Yale University,Other,Donaghue Medical Research Foundation,Other,4,United States,True,Xenical + behavioral intervention; ,,2012-07-31,79.0,4,True,False,False
NCT00518089,A Study of the Safety and Efficacy of Gatifloxacin in Patients With Bacterial Conjunctivitis,Completed,Interventional,2009-01-01,Allergan,Industry,,,3,India United States,True,Gatifloxacin 0.5% eye drops; placebo eye drops; ,,2010-06-15,859.0,3,True,False,False
NCT00521456,A Study of Ketorolac for the Treatment of Inflammation and Pain Associated With Cataract Surgery,Completed,Interventional,2008-03-01,Allergan,Industry,,,3,United States,True,ketorolac eye drops; ,,2009-08-19,263.0,3,True,False,False
NCT00524264,A Study of Ketorolac for the Treatment of Inflammation and Pain Associated With Cataract Surgery,Completed,Interventional,2008-04-01,Allergan,Industry,,,3,United States,True,ketorolac; ,,2009-08-19,248.0,3,True,False,False
NCT00527033,A Study of YM178 in Patients With Symptomatic Overactive Bladder,Completed,Interventional,2008-04-01,Astellas Pharma Inc,Industry,,,2,Japan,True,YM178; Placebo; ,,,842.0,2,True,False,True
NCT00530530,ASP8825 - Study in Patients With Restless Legs Syndrome,Completed,Interventional,2009-01-01,Astellas Pharma Inc,Industry,,,2,Japan,True,ASP8825; Placebo; ,,,474.0,2,True,False,True
NCT00536198,Evaluating the Effectiveness of Sertraline in Treating Women With Premenstrual Dysphoric Disorder,Completed,Interventional,2012-02-01,Yale University,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Sertraline; Placebo; ,,2016-01-05,252.0,4,True,False,False
NCT00537810,Treatment of Binge Eating in Obese Patients in Primary Care,Completed,Interventional,2012-10-01,Yale University,Other,National Institutes of Health (NIH) National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH NIH,4,United States,True,Sibutramine; Placebo; ,,2014-06-19,104.0,4,True,False,False
NCT00538304,A Study of the Safety and Efficacy of Bimatoprost in Patients With Glaucoma or Ocular Hypertension,Completed,Interventional,2008-05-01,Allergan,Industry,,,2,United States,True,bimatoprost eye drops; placebo; ,,2011-09-19,222.0,2,True,False,False
NCT00539526,Evaluation of Hyperemia With the Use of Ocular Prostaglandin Analogues,Completed,Interventional,2008-07-01,Allergan,Industry,,,4,United States,True,Bimatoprost 0.03%; travoprost 0.004%; latanoprost 0.005% eye drops; ,,2011-09-22,106.0,4,True,False,False
NCT00541242,Safety and Efficacy of Bimatoprost Compared With Latanoprost in Patients With Glaucoma or Ocular Hypertension,Completed,Interventional,2008-08-01,Allergan,Industry,,,4,United States,True,bimatoprost 0.03% eye drops; latanoprost 0.005% eye drops; ,,2011-09-19,586.0,4,True,False,False
NCT00543569,A Study to Assess the Safety and Efficacy of Alefacept in Kidney Transplant Recipients,Completed,Interventional,2011-02-01,Astellas Pharma Inc,Industry,,,2,United States,True,Alefacept; tacrolimus; basiliximab; mycophenolate mofetil; Corticosteroids; ,,2015-11-06,323.0,2,True,False,False
NCT00544713,Evaluate the Safety and Efficacy of a New Artificial Tear for Use After LASIK Surgery,Completed,Interventional,2008-06-01,Allergan,Industry,,,,United States,True,Carboxymethylcellulose and Glycerin based artificial tear; Carboxymethylcellulose; ,,2009-06-29,228.0,5,True,False,False
NCT00554970,A Study of 2 Doses of MAP0010 in Adult Asthmatics,Completed,Interventional,2008-01-01,Allergan,Industry,"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",Industry,2,United States,True,MAP0010 low dose; MAP0010 high dose; Budesonide inhalation suspension 0.25mg; Budesonide inhalation suspension 0.5mg; ,,2013-08-19,32.0,2,True,False,False
NCT00563797,Mecamylamine for the Treatment of Patients With Depression and Alcohol Dependence,Completed,Interventional,2014-07-01,Yale University,Other,National Alliance for Research on Schizophrenia and Depression,Other,3,United States,True,Mecamylamine; Placebo; ,,2015-11-16,21.0,3,True,False,False
NCT00564681,"Study to Evaluate Safety, Efficacy of Botulinum Toxin Type A in Patients With Cervical Dystonia",Completed,Interventional,2008-12-01,Allergan,Industry,,,2,Canada Czech Republic Germany Hungary India Philippines Poland Russian Federation Serbia Singapore Slovakia South Africa Taiwan Thailand United Kingdom United States,True,Normal Saline; ,,2012-11-14,242.0,2,True,False,False
NCT00566150,Levetiracetam in the Management of Bipolar Depression,Completed,Interventional,2008-08-01,Yale University,Other,Stanley Medical Research Institute,Other,,United States,True,Levetiracetam; Placebo; ,,2009-10-02,35.0,5,True,False,False
NCT00566969,Cocaine Withdrawal and Pharmacotherapy Response,Completed,Interventional,2012-12-01,Yale University,Other,National Institute on Drug Abuse (NIDA),NIH,,United States,True,sugar pill; Carvedilol 25 mg; Carvedilol 50 mg; ,,2016-08-16,106.0,5,True,False,False
NCT00567320,Efficacy of Varenicline in Methadone-Stabilized Cocaine Users,Completed,Interventional,2009-06-01,Yale University,Other,National Institute on Drug Abuse (NIDA) VA Office of Research and Development,NIH U.S. Fed,,United States,True,Varenicline; Sugar pill or Placebo; ,,2012-02-08,31.0,5,True,False,False
NCT00567918,"Phase III, Long-Term, Open-Label, Extension Study of 0.1% Tacrolimus(FK506) Ophthalmic Suspension in Patients With Vernal Keratoconjunctivitis",Completed,Interventional,2008-01-01,Astellas Pharma Inc,Industry,,,3,Japan,True,FK506; ,,,52.0,3,True,True,False
NCT00568516,Phase II Study of ASP3550 in Patients With Prostate Cancer,Completed,Interventional,2009-10-01,Astellas Pharma Inc,Industry,,,2,Japan,True,ASP3550; ,,,273.0,2,True,True,False
NCT00568958,Naltrexone for Heavy Drinking in Young Adults,Completed,Interventional,2012-12-01,Yale University,Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,4,United States,True,naltrexone; placebo naltrexone; ,,2014-03-04,140.0,4,True,False,False
NCT00569192,A Study of 2 Doses of MAP0010 and Placebo in Asthmatic Children,Completed,Interventional,2008-09-01,Allergan,Industry,"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",Industry,3,,True,0.135mg MAP0010; 0.25mg MAP0010; Placebo; ,,2013-08-19,360.0,3,True,False,False
NCT00571961,Pharmacokinetic Interactions Between Buprenorphine and Kaletra (Lopinavir/Ritonavir),Completed,Interventional,2008-08-01,Yale University,Other,Abbott,Industry,,United States,True,Kaletra (lopinavir/ritonavir); buprenorphine; ,,2012-05-25,12.0,5,True,False,False
NCT00573508,Study of VESIcare® In Overactive Bladder (OAB) Subjects to Evaluate Symptom Bother and Health Related Quality of Life,Completed,Interventional,2008-07-01,Astellas Pharma Inc,Industry,,,4,United States,True,Placebo; Solifenacin Succinate; ,,2010-02-02,768.0,4,True,False,False
NCT00582491,"Modafinil, Sleep, and Cognition in Cocaine Dependence",Completed,Interventional,2009-02-01,Yale University,Other,National Institute on Drug Abuse (NIDA),NIH,,United States,True,Modafinil; Placebo; ,,2012-08-06,44.0,5,True,False,False
NCT00585169,Memantine Treatment Study of Pathological Gambling,Completed,Interventional,2011-12-01,Yale University,Other,University of Minnesota - Clinical and Translational Science Institute Forest Laboratories,Other Industry,2,United States,True,Memantine Hydrochloride; ,,2013-01-29,29.0,2,True,False,False
NCT00588731,Cannabidiol Treatment of Cognitive Dysfunction in Schizophrenia,Completed,Interventional,2013-12-01,Yale University,Other,Stanley Medical Research Institute,Other,2,United States,True,Cannabidiol; Placebo; ,,,36.0,2,True,True,False
NCT00593125,Levetiracetam (Keppra) Tolerability in Cocaine Abusing Methadone-maintained Patients.,Completed,Interventional,2007-08-01,Yale University,Other,,,2,United States,True,levetiracetam; ,,,15.0,2,True,True,False
NCT00606801,Galantamine Effects on Cognitive Function in Abstinent Cocaine Users,Completed,Interventional,2009-02-01,Yale University,Other,National Institute on Drug Abuse (NIDA),NIH,,United States,True,Galantamine; placebo; ,,2012-02-08,34.0,5,True,False,False
NCT00606892,Varenicline and Nicotine Interactions in Humans (VA),Completed,Interventional,2008-11-01,Yale University,Other,VA Office of Research and Development National Institute on Drug Abuse (NIDA),U.S. Fed NIH,,United States,True,Varenicline; Placebo; IV Nic; ,,2012-03-14,37.0,5,True,False,False
NCT00611403,Safety and Efficacy Study of Cyclosporine Ophthalmic Emulsion in Post-LASIK Patients,Completed,Interventional,2008-12-01,Allergan,Industry,,,2,United States,True,Cyclosporine Ophthalmic Emulsion 0.05% (RESTASIS®); Artificial Tears REFRESH ENDURA®; ,,2011-11-17,137.0,2,True,False,False
NCT00611533,Placebo Controlled Study of Atomoxetine in the Treatment of Mild to Moderate Cognitive Difficulties in Menopausal Women,Completed,Interventional,2008-04-01,Yale University,Other,Eli Lilly and Company,Industry,,United States,True,atomoxetine; placebo; ,,,16.0,5,True,True,False
NCT00611767,GABA Mechanisms Underlying the Vulnerability to Alcohol Dependence,Completed,Interventional,2012-04-01,Yale University,Other,,,,United States,True,Thiopental; Placebo; ,,,2.0,5,True,True,False
NCT00617604,A Study to Assess the Efficacy and Safety of Alefacept in Kidney Transplant Recipients,Completed,Interventional,2009-09-01,Astellas Pharma Inc,Industry,,,2,Austria Belgium Czech Republic France Germany Hungary Italy Netherlands Poland Spain Sweden United Kingdom,True,Alefacept; placebo; Tacrolimus; Mycophenolate Mofetil; Steroids; ,,2016-01-05,218.0,2,True,False,False
NCT00619398,A Study to Evaluate and Compare the Efficacy and Safety of FK506MR vs Prograf® in Stable Liver Transplantation Patients,Completed,Interventional,2009-03-01,Astellas Pharma Inc,Industry,,,3,China,True,Prograf; FK506MR capsule; ,,,172.0,3,True,True,False
NCT00621868,A Phase 2 Study of ASP1941 in Japanese Patients With Type 2 Diabetes Mellitus,Completed,Interventional,2009-03-01,Astellas Pharma Inc,Industry,,,2,Japan,True,ASP1941; Placebo; ,,,361.0,2,True,False,True
NCT00623636,Phase 3 Study of MAP0004 in Adult Migraineurs,Completed,Interventional,2010-12-01,Allergan,Industry,"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",Industry,3,United States,True,MAP0004; Placebo; ,,2013-08-19,902.0,3,True,False,False
NCT00626340,Brain Imaging Study in Menopausal Women With and Without Major Depressive Disorder,Completed,Interventional,2008-06-01,Yale University,Other,,,4,United States,True,estrogen alone; fluoxetine alone; estrogen and fluoxetine together; ,,,18.0,4,True,True,False
NCT00629642,Clinical Study of Solifenacin Succinate in Patients With Bladder Symptoms Due to Spinal Cord Injury or Multiple Sclerosis,Completed,Interventional,2011-01-01,Astellas Pharma Inc,Industry,,,4,Australia Belgium Czech Republic France Germany Hungary Italy Netherlands Russian Federation Spain United Kingdom,True,Solifenacin Succinate; Solifenacin Succinate; Oxybutynin Hydrochloride; Placebo; ,,,249.0,4,True,True,False
NCT00630955,Family History Study of Alcohol Consumption Using Memantine,Completed,Interventional,2011-05-01,Yale University,Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,2,United States,True,memantine; Memantine; Placebo; ,,2013-08-19,111.0,2,True,False,False
NCT00633256,The Effect of Cycloserine on Smoking Behavior in Nicotine Dependent Smokers,Completed,Interventional,2008-02-01,Yale University,Other,VA Connecticut Healthcare System,U.S. Fed,,United States,True,Cycloserine; Placebo; ,,2012-03-14,20.0,5,True,False,False
NCT00634049,Isavuconazole in the Treatment of Renally Impaired Aspergillosis and Rare Fungi,Completed,Interventional,2014-01-01,Astellas Pharma Inc,Industry,Basilea Pharmaceutica International Ltd,Industry,3,"Argentina Australia Belgium Brazil Canada Chile Egypt France Germany India Israel Korea, Republic of Lebanon Mexico Poland Russian Federation South Africa Thailand United States",True,isavuconazole; ,,2015-12-02,149.0,3,True,False,False
NCT00635102,Glycine and Oral D-Cycloserine in Alcoholic Patients and Healthy Subjects,Completed,Interventional,2008-02-01,Yale University,Other,,,,,True,D-Cycloserine PO and Glycine IV; Placebo; ,,,40.0,5,True,True,False
NCT00635700,Ziprasidone in the Psychosis Prodrome,Completed,Interventional,2012-11-01,Yale University,Other,,,2,Canada United States,True,ziprasidone; placebo; ,,,66.0,2,True,True,False
NCT00637143,Tacrolimus as Secondary Intervention vs. Continuation of Cyclosporine in Renal Transplant Patients With Chronic Renal Allograft Failure (CRAF),Completed,Interventional,2006-02-01,Astellas Pharma Inc,Industry,"Astellas Pharma Canada, Inc.",Industry,4,Canada,True,Tacrolimus; Cyclosporine; ,,,107.0,4,True,True,False
NCT00643071,"Tacrolimus (FK506) P-III, Open-label Study in Refractory Ulcerative Colitis Patients",Completed,Interventional,2008-05-01,Astellas Pharma Inc,Industry,,,3,Japan,True,Tacrolimus; ,,,32.0,3,True,True,False
NCT00645944,"Randomized, Controlled, Double Blind Trial of Eszopiclone for Insomnia Associated With Schizophrenia",Completed,Interventional,2011-04-01,Yale University,Other,Sunovion,Industry,,United States,True,Eszopiclone; Placebo; ,,2015-05-05,39.0,5,True,False,False
NCT00650468,A Study to Compare Early Steroid Withdrawal and Long-Term Steroid Maintenance Therapy in Kidney Transplant Patients,Completed,Interventional,2007-12-01,Astellas Pharma Inc,Industry,,,4,United States,True,tacrolimus; CellCept; steroids (methylprednisone or prednisone); ,,,397.0,4,True,False,True
NCT00651612,Study to Evaluate Safety of Brimonidine/Timolol Fixed Combination in Glaucoma or Ocular Hypertension Patients,Completed,Interventional,2007-01-01,Allergan,Industry,,,3,United States,True,Brimonidine 0.2%/Timolol 0.5% Fixed Combination Ophthalmic Solution; Concurrent brimonidine 0.2% and 0.5% timolol; ,,,604.0,3,True,True,False
NCT00653562,Zolpidem (Myslee) Post Marketing Study in Adolescent Patients With Insomnia - Evaluation With Polysomnography,Completed,Interventional,2010-03-01,Astellas Pharma Inc,Industry,,,4,Japan,True,zolpidem; ,,,11.0,4,True,True,False
NCT00658606,Assess the Efficacy and Safety of Alefacept With Narrow Band Ultraviolet B Phototherapy (nbUVB) vs. Alefacept Alone in Chronic Plaque Psoriasis Subjects,Completed,Interventional,2009-12-01,Astellas Pharma Inc,Industry,"Astellas Pharma Canada, Inc.",Industry,4,Canada,True,alefacept; ,,2011-02-17,98.0,4,True,False,False
NCT00658619,Safety and Efficacy of Brimonidine Intravitreal Implant in Patients With Geographic Atrophy Due to Age-related Macular Degeneration (AMD),Completed,Interventional,2010-06-01,Allergan,Industry,,,2,"Australia Germany Italy Korea, Republic of Philippines Portugal United States",True,400 µg Brimonidine Tartrate Implant; 200 µg Brimonidine Tartrate Implant; ,,2013-03-13,119.0,2,True,False,False
NCT00660192,Investigation of Efficacy and Safety of Botulinum Toxin A (Botox-Allergan Inc) in Migraine Headaches,Completed,Interventional,2012-07-01,Yale University,Other,,,2/3,United States,True,Botox; ,,2014-08-18,25.0,2,True,False,False
NCT00662909,Study to Test the Efficacy and Safety of the Beta-3 Agonist Mirabegron (YM178) in Patients With Symptoms of Overactive Bladder,Completed,Interventional,2009-04-01,Astellas Pharma Inc,Industry,,,3,Canada United States,True,Mirabegron; Placebo; ,,2012-07-11,2149.0,3,True,False,False
NCT00667498,Metabolic Effect of Metformin in Obese Insulin Resistant Adolescents With Normal Glucose Tolerance,Completed,Interventional,2007-12-01,Yale University,Other,National Institutes of Health (NIH),NIH,4,United States,True,Metformin; Placebo; ,,,28.0,4,True,True,False
NCT00668070,A Proof-of-principle Study of Oral Treatment of Non-alcoholic Steatohepatitis With a Novel PDE4 Inhibitor ASP9831,Completed,Interventional,2010-10-01,Astellas Pharma Inc,Industry,,,2,Belgium Czech Republic France Germany Romania Switzerland United Kingdom,True,ASP9831; Placebo; ,,,114.0,2,True,True,False
NCT00673673,FOLFOX With Bevacizumab in Metastatic or Unresectable Gastroesophageal and Gastric Cancer,Completed,Interventional,2013-05-01,Yale University,Other,"Genentech, Inc.",Industry,2,United States,True,FOLFOX; bevacizumab; ,,2014-05-13,39.0,2,True,False,False
NCT00676026,Impact of GABA-Enhancing Agents on Cortical GABA Concentrations Across the Menstrual Cycle in Women,Completed,Interventional,2009-02-01,Yale University,Other,,,,United States,True,Fluoxetine; Zolpidem; Progesterone; ,,,8.0,5,True,True,False
NCT00678574,The Role of GABA and Neurosteroids in Premenstrual Dysphoric Disorder,Completed,Interventional,2008-12-01,Yale University,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,fluoxetine; ,,,20.0,4,True,True,False
NCT00688688,Study to Test the Long Term Safety and Efficacy of the Beta-3 Agonist Mirabegron (YM178) in Patients With Symptoms of Overactive Bladder,Completed,Interventional,2010-05-01,Astellas Pharma Inc,Industry,,,3,Australia Austria Belarus Belgium Canada Czech Republic Denmark Finland France Germany Hungary Iceland Ireland Italy Latvia Lithuania Netherlands Norway Poland Portugal Romania Russian Federation Slovakia South Africa Spain Sweden Switzerland Ukraine United Kingdom United States,True,Mirabegron; Tolterodine; Placebo to Mirabegron; Placebo to Tolterodine; ,,2012-07-23,2792.0,3,True,False,False
NCT00689104,Study to Test the Efficacy and Safety of the Beta-3 Agonist Mirabegron (YM178) in Patients With Symptoms of Overactive Bladder,Completed,Interventional,2009-03-01,Astellas Pharma Inc,Industry,,,3,Australia Austria Belarus Belgium Bulgaria Czech Republic Denmark Finland France Germany Greece Hungary Iceland Ireland Italy Latvia Lithuania Netherlands Norway Poland Portugal Romania Russian Federation Slovakia South Africa Spain Sweden Switzerland Ukraine United Kingdom,True,Mirabegron; Tolterodine; Placebo to Mirabegron; Placebo to Tolterodine; ,,2012-07-17,2336.0,3,True,False,False
NCT00693420,Safety and Efficacy of Bimatoprost Solution in Increasing Overall Eyelash Prominence,Completed,Interventional,2007-10-01,Allergan,Industry,,,3,Canada United States,True,Bimatoprost 0.03% sterile solution; vehicle sterile solution; ,,2009-01-14,278.0,3,True,False,False
NCT00693485,Safety and Effects of Brimonidine Intravitreal Implant in Patients With Glaucomatous Optic Neuropathy,Completed,Interventional,2011-01-01,Allergan,Industry,,,2,Israel United States,True,400 ug Brimonidine Implant; 200 ug Brimonidine Implant; Sham (no implant); ,,2013-03-13,70.0,2,True,False,False
NCT00697801,Study of MAP0010 in Asthmatic Children and Adolescents,Completed,Interventional,2006-12-01,Allergan,Industry,"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",Industry,2,United States,True,MAP0010 low dose; MAP0010 high dose; Placebo; ,,2013-08-19,208.0,2,True,False,False
NCT00717379,Study of Tacrolimus Immunosuppressive Therapy After Kidney Transplantation,Completed,Interventional,2008-10-01,Astellas Pharma Inc,Industry,,,4,Russian Federation,True,Tacrolimus; Mycophenolate Mofetil; Methylprednisolone or equivalent; Prednisone; ,,,50.0,4,True,True,False
NCT00717470,A Study in Kidney Transplant Subjects to Investigate the Optimal Suppression of Immunity to Help Prevent Kidney Rejection,Completed,Interventional,2010-03-01,Astellas Pharma Inc,Industry,,,4,Argentina Austria Belgium Czech Republic France Germany Greece Hungary Ireland Italy Netherlands Norway Poland Portugal Romania Russian Federation Slovakia South Africa Spain Sweden Switzerland United Kingdom,True,Prograf®; Advagraf®; Mycophenolate Mofetil; Simulect; methylprednisolone / prednisone; ,,,1252.0,4,True,False,True
NCT00717678,A Randomized Study to Assess the Safety and Efficacy of Prograf vs Prograf-XL in de Novo Kidney Transplant Recipients,Completed,Interventional,2010-04-01,Astellas Pharma Inc,Industry,"Astellas Pharma Taiwan, Inc.",Industry,3,Taiwan,True,Prograf-XL; Prograf; MMF; ,,,73.0,3,True,True,False
NCT00719160,The Effect of Protein on Calcium Absorption and Gastric Acid Production,Completed,Interventional,2008-05-01,Yale University,Other,,,4,United States,True,esomeprazole; Placebo; ,,2012-01-26,12.0,4,True,False,False
NCT00719186,Pregnancy in Polycystic Ovary Syndrome II,Completed,Interventional,2013-05-01,Yale University,Other,"Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD) Penn State University University of Colorado, Denver University of Michigan University of Pennsylvania The University of Texas Health Science Center at San Antonio University of Vermont Wayne State University",NIH Other Other Other Other Other Other Other,3,United States,True,Clomiphene citrate; Letrozole; ,,2014-03-25,750.0,3,True,False,False
NCT00719745,A Study to Assess the Safety and Efficacy of Prograf and MR4 in Liver Transplant Recipients,Completed,Interventional,2008-06-01,Astellas Pharma Inc,Industry,"Astellas Pharma Korea, Inc.",Industry,3,"Korea, Republic of",True,Prograf; MR4; ,,,74.0,3,True,True,False
NCT00720265,A Study to Assess the Safety and Efficacy of Prograf and MR4 in Kidney Transplantation Patients,Completed,Interventional,2008-03-01,Astellas Pharma Inc,Industry,"Astellas Pharma Korea, Inc.",Industry,3,"Korea, Republic of",True,Prograf; MR4; ,,,135.0,3,True,True,False
NCT00720408,A Randomized Study to Assess the Safety and Efficacy of Prograf vs Prograf-XL in de Novo Liver Transplant Recipients.,Completed,Interventional,2009-09-01,Astellas Pharma Inc,Industry,"Astellas Pharma Taiwan, Inc.",Industry,3,Taiwan,True,Prograf-XL; Prograf; MMF; ,,,48.0,3,True,True,False
NCT00735449,Comparing Efficacy and Safety of Combigan With Timolol Adjunctive to Xalatan in Glaucoma or Ocular Hypertension Subjects,Completed,Interventional,2009-12-01,Allergan,Industry,,,4,Canada United States,True,Fixed combination of brimonidine tartrate 0.2% timolol maleate 0.5%; timolol maleate 0.5%; latanoprost 0.005%; ,,2011-10-17,204.0,4,True,False,False
NCT00743574,Health Benefits of Vitamin D and Calcium in Women With PCOS (Polycystic Ovarian Syndrome),Completed,Interventional,2013-02-01,Yale University,Other,National Center for Research Resources (NCRR),NIH,,United States,True,Medroxyprogesterone (Provera); ,,2013-02-15,36.0,5,True,False,False
NCT00744055,Prazosin for Treatment of Patients With Alcohol Dependence (AD) and Post Traumatic Stress Disorder (PTSD).,Completed,Interventional,2014-10-01,Yale University,Other,,,3,United States,True,Prazosin; Placebo; ,,2015-10-27,96.0,3,True,False,False
NCT00756678,Efficacy and Acceptability of Two Lubricant Eye Drops,Completed,Interventional,2009-08-01,Allergan,Industry,,,4,United States,True,Lubricant Eye Drops (Optive™); Lubricating Eye Drops (blink® Tears); ,,2011-09-22,51.0,4,True,False,False
NCT00761202,Performance and Acceptance of Optive Versus Hylocomod Eyedrops in Patients With Dry Eye Symptoms,Completed,Interventional,2008-06-01,Allergan,Industry,,,4,United Kingdom,True,"A sterile solution containing sodium carboxymethylcellulose and glycerin, preserved with PURITE®; Sodium hyaluronate; ",,2010-01-12,50.0,4,True,False,False
NCT00764374,"A Long-term, Open-label, Uncontrolled Trial of YM443 (Z-338) in Patients With Functional Dyspepsia",Completed,Interventional,2009-12-01,Astellas Pharma Inc,Industry,,,3,Japan,True,YM443; ,,,412.0,3,True,True,False
NCT00771394,Solifenacin as Add-on Therapy for Overactive Bladder Symptoms in Men Treated for Benign Prostatic Hyperplasia,Completed,Interventional,2010-01-01,Astellas Pharma Inc,Industry,,,4,Japan,True,Tamsulosin hydrochloride; Solifenacin succinate; ,,,638.0,4,True,True,False
NCT00775411,Safety and Efficacy of a New Therapy as Adjunctive Therapy to Anti-vascular Endothelial Growth Factor (Anti-VEGF) in Subjects With Wet Age-Related Macular Degeneration (AMD),Completed,Interventional,2009-11-01,Allergan,Industry,,,2,Australia Philippines United States,True,dexamethasone; ,,2012-08-01,44.0,2,True,False,False
NCT00791323,Efficacy of Ketorolac 0.4% in Prostaglandin Suppression,Completed,Interventional,2009-08-01,Allergan,Industry,,,4,United States,True,Ketorolac 0.4%; Lubricating Eye Drop; ,,2011-08-17,9.0,4,True,False,False
NCT00793780,Pilot Trial of Naltrexone for Obesity in Women With Schizophrenia,Completed,Interventional,2010-11-01,Yale University,Other,Ethel F. Donaghue Women's Health Investigator Program at Yale,Other,,United States,True,Naltrexone 25mg; ,,2016-06-28,24.0,5,True,False,False
NCT00794443,ONO-5920/YM529 Confirmatory Study in Involutional Osteoporosis Patients,Completed,Interventional,2010-04-01,Astellas Pharma Inc,Industry,Ono Pharmaceutical Co. Ltd,Industry,2/3,Japan,True,YM529 / ONO-5920; ,,,692.0,2,True,True,False
NCT00794703,A Study to Compare Efficacy and Safety of Mycamine® and Itraconazole for Preventing Fungal Infections,Completed,Interventional,2009-11-01,Astellas Pharma Inc,Industry,,,3,China,True,micafungin (Mycamine); itraconazole; ,,,288.0,3,True,False,True
NCT00799227,Safety and Efficacy of a New Treatment in Vitrectomized Subjects With Diabetic Macular Edema,Completed,Interventional,2009-12-01,Allergan,Industry,,,2,Australia United States,True,Dexamethasone; ,,2014-07-10,56.0,2,True,False,False
NCT00811564,An Evaluation of the Fixed Combination Brimonidine Tartrate 0.2%/ Timolol Maleate 0.5% to Latanoprost 0.005% in Glaucoma or Ocular Hypertension Subjects,Completed,Interventional,2010-01-01,Allergan,Industry,,,4,United States,True,fixed combination of brimonidine tartrate 0.2% timolol maleate 0.5% ophthalmic solution; latanoprost 0.005%; ,,2011-08-17,148.0,4,True,False,False
NCT00811850,Comparing Effects of Two Fixed Combinations Ophthalmic Solutions on Ocular Blood Flow,Completed,Interventional,2009-12-01,Allergan,Industry,,,4,United States,True,fixed combination of brimonidine tartrate 0.2% timolol maleate 0.5% ophthalmic solution; fixed combination of dorzolamide hydrochloride timolol maleate ophthalmic solution; ,,2011-10-24,15.0,4,True,False,False
NCT00814879,Pilot Study of a Raltegravir Based NRTI Sparing Regimen,Completed,Interventional,2013-05-01,Yale University,Other,Bristol-Myers Squibb Merck Sharp & Dohme Corp.,Industry Industry,,United States,True,Raltegravir; Atazanavir; ,,2015-11-23,60.0,5,True,False,False
