nct_id,title,overall_status,study_type,completion_date,lead_sponsor,lead_sponsor_class,collaborator,collaborator_class,phase,locations,has_drug_intervention,drugs,disposition_date,results_date,enrollment,phase_normalised,is_completed,is_overdue,pubmed_results
NCT00003835,Combination Chemotherapy in Treating Patients With Stage III Colon Cancer,Completed,Interventional,2007-08-01,National Cancer Institute (NCI),NIH,Southwest Oncology Group North Central Cancer Treatment Group Eastern Cooperative Oncology Group NCIC Clinical Trials Group,Other Other Other Other,3,United States,True,leucovorin calcium; fluorouracil; irinotecan hydrochloride; ,,,1260.0,3,True,False,True
NCT00003854,Prognostic Study of Sentinel Lymph Node and Bone Marrow Metastases in Women With Stage I or Stage IIA Breast Cancer,Completed,Interventional,2006-08-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,Australia Ireland United States,False,,,,4590.0,3,True,False,True
NCT00003855,Lymph Node Removal in Treating Women Who Have Stage I or Stage IIA Breast Cancer,Completed,Interventional,2007-08-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,Australia Canada Ireland United States,False,,,,605.0,3,True,False,True
NCT00003869,Carboxyamidotriazole in Treating Patients With Stage III or Stage IV Non-small Cell Lung Cancer,Completed,Interventional,2008-05-01,National Cancer Institute (NCI),NIH,,,3,United States,True,carboxyamidotriazole; ,,2010-11-24,186.0,3,True,False,False
NCT00003873,Fluorouracil With or Without Eniluracil in Treating Patients With Advanced Colorectal Cancer,Completed,Interventional,2007-07-01,National Cancer Institute (NCI),NIH,,,3,United States,True,fluorouracil; eniluracil; ,,,950.0,3,True,True,False
NCT00003875,Busulfan and Etoposide Followed by Peripheral Blood Stem Cell Transplant and Low-Dose Aldesleukin in Treating Patients With Acute Myeloid Leukemia,Completed,Interventional,2012-04-01,Fred Hutchinson Cancer Research Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,busulfan; etoposide; ,,,62.0,2,True,True,False
NCT00003895,Vaccine Therapy in Treating HLA-A2 Positive Patients With Melanoma,Completed,Interventional,2013-09-01,National Cancer Institute (NCI),NIH,,,2,United States,False,,,,26.0,2,True,True,False
NCT00003896,"S9912 Combination Chemo in Stage III Ovarian Cancer,",Completed,Interventional,2008-02-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,cisplatin; liposomal doxorubicin; paclitaxel; ,,2012-10-30,68.0,2,True,False,False
NCT00003900,Irinotecan With Docetaxel in Treating Patients With Recurrent or Metastatic Non-small Cell Lung Cancer,Completed,Interventional,2006-03-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,docetaxel; irinotecan hydrochloride; ,,,48.0,2,True,True,False
NCT00003901,"Prognostic Study of Metastases in Patients With Stage I, Stage II, or Stage III Non-small Cell Lung Cancer That Can Be Removed by Surgery",Completed,Interventional,2011-10-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,Canada United States,False,,,,1310.0,3,True,True,False
NCT00003903,Effect of Androgen Suppression on Bone Loss in Patients With or Without Bone Metastases Secondary to Prostate Cancer,Completed,Interventional,2007-08-01,University of Rochester,Other,National Cancer Institute (NCI),NIH,,United States,False,,,,150.0,5,True,True,False
NCT00003907,Chemoembolization in Treating Patients With Primary Liver Cancer or Metastases to the Liver,Completed,Interventional,2011-05-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,cisplatin; doxorubicin; mitomycin; ,,2013-01-07,50.0,2,True,False,False
NCT00003933,Diagnostic Study of Gene Alterations in Children Who Have Been Treated for Relapsed Acute Lymphocytic Leukemia,Completed,Interventional,2006-04-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,,Australia Canada United States,False,,,,,5,True,True,False
NCT00003934,"Tretinoin, Cytarabine, and Daunorubicin Hydrochloride With or Without Arsenic Trioxide Followed by Tretinoin With or Without Mercaptopurine and Methotrexate in Treating Patients With Acute Promyelocytic Leukemia",Completed,Interventional,2006-11-01,National Cancer Institute (NCI),NIH,,,3,United States,True,tretinoin; daunorubicin hydrochloride; cytarabine; mercaptopurine; methotrexate; arsenic trioxide; ,,,420.0,3,True,False,True
NCT00003941,Combination Chemotherapy With or Without Peripheral Stem Cell Transplant in Treating Men With Previously Untreated Germ Cell Cancer,Completed,Interventional,2007-06-01,European Organisation for Research and Treatment of Cancer - EORTC,Other,,,3,Austria Belgium Denmark Germany Italy Netherlands Norway Poland Slovakia Spain Switzerland United Kingdom,True,cisplatin; etoposide; ifosfamide; ,,,222.0,3,True,True,False
NCT00003945,"Comparison of Three Chemotherapy Regimens in Treating Patients With Stage IVB, Recurrent, or Persistent Cervical Cancer",Completed,Interventional,2007-01-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI) Eastern Cooperative Oncology Group,NIH Other,3,Australia Peru Puerto Rico United States,True,cisplatin; topotecan hydrochloride; ,,,400.0,3,True,True,False
NCT00003958,Combination Chemotherapy in Treating Patients With Previously Untreated Rhabdomyosarcoma,Completed,Interventional,2007-10-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,3,United States,True,vincristine sulfate; cyclophosphamide; topotecan hydrochloride; ,,,702.0,3,True,True,False
NCT00003961,Sargramostim After Bone Marrow Transplantation in Treating Patients With Myelodysplastic Syndrome,Completed,Interventional,2007-12-01,Sidney Kimmel Comprehensive Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,,2,True,True,False
NCT00003992,Chemotherapy Plus Monoclonal Antibody Therapy in Treating Women With Stage II or Stage IIIA Breast Cancer That Overexpresses HER2,Completed,Interventional,2007-01-01,National Cancer Institute (NCI),NIH,,,2,South Africa United States,True,cyclophosphamide; doxorubicin hydrochloride; paclitaxel; tamoxifen citrate; ,,,200.0,2,True,True,False
NCT00003994,Combination Chemotherapy With or Without Amifostine in Treating Young Patients With Liver Cancer,Completed,Interventional,2007-10-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,3,United States,True,cisplatin; vincristine sulfate; fluorouracil; amifostine trihydrate; carboplatin; ,,,277.0,3,True,True,False
NCT00003995,Monoclonal Antibody Plus Chemotherapy in Treating Patients With Advanced Colorectal Cancer That Overexpresses HER2,Completed,Interventional,2006-03-01,National Cancer Institute (NCI),NIH,,,2,United States,True,irinotecan hydrochloride; ,,,32.0,2,True,True,False
NCT00003996,Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme,Completed,Interventional,2008-05-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,carmustine; chemotherapy; cisplatin; etoposide; ,,,93.0,2,True,True,False
NCT00004001,"S9916, Combination Therapy in Treating Patients With Advanced Prostate Cancer That Has Not Responded to Hormone Therapy",Completed,Interventional,2006-07-01,Southwest Oncology Group,Other,National Cancer Institute (NCI) Cancer and Leukemia Group B North Central Cancer Treatment Group,NIH Other Other,3,United States,True,docetaxel; estramustine; mitoxantrone; prednisone; ,,,770.0,3,True,True,False
NCT00004031,SWOG-9704 Chemoradiotherapy and Peripheral Stem Cell Transplantation Compared With Combination Chemotherapy in Treating Patients With Non-Hodgkin's Lymphoma,Completed,Interventional,2010-07-01,Southwest Oncology Group,Other,National Cancer Institute (NCI) Cancer and Leukemia Group B Eastern Cooperative Oncology Group NCIC Clinical Trials Group,NIH Other Other Other,3,Canada,True,CHOP regimen; carmustine; cyclophosphamide; doxorubicin hydrochloride; etoposide; prednisone; vincristine sulfate; ,,,397.0,3,True,False,True
NCT00004054,Hormone Therapy Plus Radiation Therapy With or Without Combination Chemotherapy in Treating Patients With Prostate Cancer,Completed,Interventional,2010-04-01,Radiation Therapy Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Canada United States,True,bicalutamide; estramustine phosphate sodium; etoposide; flutamide; paclitaxel; Luteinizing hormone releasing hormone [LHRH] agonist; warfarin; ,,2014-12-24,397.0,3,True,False,False
NCT00004071,Mitoxantrone and Prednisone With or Without Leflunomide in Treating Patients With Stage IV Prostate Cancer,Completed,Interventional,2007-09-01,Pfizer,Industry,,,2/3,United States,True,leflunomide; mitoxantrone hydrochloride; prednisone; ,,,,2,True,True,False
NCT00004078,Irinotecan in Treating Children With Refractory Solid Tumors,Completed,Interventional,2007-10-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,irinotecan hydrochloride; ,,,181.0,2,True,True,False
NCT00004092,Combination Chemotherapy in Treating Patients With High-Risk Breast Cancer,Completed,Interventional,2013-12-01,City of Hope Medical Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,carboplatin; cyclophosphamide; doxorubicin hydrochloride; paclitaxel; thiotepa; ,,2015-07-07,72.0,2,True,False,False
NCT00004103,Combination Chemotherapy Followed by Surgery in Treating Patients With Stomach Cancer,Completed,Interventional,2007-03-01,New York University School of Medicine,Other,National Cancer Institute (NCI),NIH,2,United States,True,cisplatin; floxuridine; irinotecan hydrochloride; ,,,,2,True,True,False
NCT00004125,Combination Chemotherapy in Treating Women With Stage II or Stage IIIA Breast Cancer That Has Spread to the Lymph Nodes,Completed,Interventional,2007-05-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI) North Central Cancer Treatment Group Southwest Oncology Group Cancer and Leukemia Group B,NIH Other Other Other,3,United States,True,cyclophosphamide; docetaxel; doxorubicin hydrochloride; paclitaxel; tamoxifen citrate; ,,,,3,True,False,True
NCT00004143,Allogeneic Mixed Chimerism Stem Cell Transplant Using Campath for Hemoglobinopathies & Bone Marrow Failure Syndromes,Completed,Interventional,2008-05-01,"David Rizzieri, MD",Other,,,2,United States,True,"Campath, Chemo and/or TBI Allo SCT; ",,2013-09-06,2.0,2,True,False,False
NCT00004146,Carboxyamidotriazole + RT in Treating Patients Newly Diagnosed Supratentorial GBM,Completed,Interventional,2010-01-01,National Cancer Institute (NCI),NIH,,,2,United States,True,carboxyamidotriazole; ,,2015-03-13,55.0,2,True,False,False
NCT00004188,Combination Chemotherapy and Peripheral Stem Cell Transplantation in Treating Patients With Neuroblastoma,Completed,Interventional,2007-10-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Canada United States,True,carboplatin; cisplatin; cyclophosphamide; doxorubicin hydrochloride; etoposide; isotretinoin; melphalan; topotecan hydrochloride; vincristine sulfate; ,,,495.0,3,True,False,True
NCT00004208,Antithymocyte Globulin and Cyclosporine in Treating Patients With Myelodysplastic Syndrome,Completed,Interventional,2006-10-01,Swiss Group for Clinical Cancer Research,Other,,,3,Switzerland,True,ATG + CSA; ,,,86.0,3,True,True,False
NCT00004210,Study of the Results of Education and Counseling for Persons Undergoing Genetic Testing for Hereditary Nonpolyposis Colon Cancer,Completed,Interventional,2011-06-01,National Human Genome Research Institute (NHGRI),NIH,National Cancer Institute (NCI),NIH,,United States,False,,,,900.0,5,True,True,False
NCT00004233,"S9915 Triacetyluridine, Fluorouracil, and Leucovorin in Treating Patients With Unresectable, Locally Advanced, or Metastatic Cancer of the Esophagus or Stomach",Completed,Interventional,2007-01-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,fluorouracil; leucovorin calcium; triacetyluridine; ,,,65.0,2,True,True,False
NCT00004250,Isolated Limb Infusion of Chemotherapy in Treating Patients With Melanoma or Soft Tissue Sarcoma of the Arm or Leg That Cannot Be Removed By Surgery,Completed,Interventional,2007-06-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,isolated limb perfusion; melphalan; ,,,35.0,2,True,False,True
NCT00004252,Leucovorin and Fluorouracil With or Without SU5416 in Treating Patients With Metastatic Colorectal Cancer,Completed,Interventional,2007-09-01,Pfizer,Industry,,,3,United States,True,fluorouracil; leucovorin calcium; semaxanib; ,,,,3,True,True,False
NCT00004275,Oxandrolone Compared With a Placebo on Growth Rate in Girls With Growth Hormone-Treated Turner's Syndrome,Completed,Interventional,2007-08-01,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Jefferson Medical College of Thomas Jefferson University,Other,2,United States,True,growth hormone; oxandrolone; ,,,80.0,2,True,True,False
NCT00004382,Phase II Study of Tin Mesoporphyrin vs Phototherapy for Hyperbilirubinemia in Premature Newborns,Completed,Interventional,2007-08-01,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Rockefeller University,Other,2,,True,tin mesoporphyrin; ,,,80.0,2,True,True,False
NCT00004445,Study of an Implantable Functional Neuromuscular Stimulation System for Patients With Spinal Cord Injuries,Completed,Interventional,2009-09-01,Case Western Reserve University,Other,,,,United States,False,,,,17.0,5,True,False,True
NCT00004448,Alternate Day Prednisone or Daily Fish Oil Supplements in Patients With Immunoglobulin A Nephropathy,Completed,Interventional,2007-08-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Southwest Pediatric Nephrology Study Group,Other,2,,True,omega-3 fatty acids; prednisone; ,,,123.0,2,True,True,False
NCT00004467,Randomized Study of Acetylcysteine in Patients With Acute Liver Failure Not Caused by Acetaminophen,Completed,Interventional,2006-11-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,University of Texas,Other,3,United States,True,acetylcysteine; ,,,173.0,3,True,False,True
NCT00004474,Phase III Randomized Study of Cyclophosphamide With or Without Antithymocyte Globulin Before Bone Marrow Transplantation in Patients With Aplastic Anemia,Completed,Interventional,2007-08-01,Roswell Park Cancer Institute,Other,,,3,United States,True,Anti-thymocyte globulin; Cyclophosphamide; ,,,224.0,3,True,True,False
NCT00004478,Droxidopa in Treating Patients With Neurogenic Hypotension,Completed,Interventional,2006-03-01,Icahn School of Medicine at Mount Sinai,Other,,,,United States,True,droxidopa; ,,,,5,True,True,False
NCT00004547,"Treatment of Peritoneal Cancer With Surgery, Perfused Heated Cisplatin and Chemotherapy",Completed,Interventional,2009-08-01,National Cancer Institute (NCI),NIH,,,2,United States,True,Postoperative dwell with paclitaxel and 5-FU; ,,2011-08-30,188.0,2,True,False,False
NCT00004562,Occluded Artery Trial (OAT),Completed,Interventional,2010-03-01,New York University School of Medicine,Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,3,United States,True,Beta adrenergic blockers; Platelet inhibitors; ACE Inhibitors; ,,2010-05-07,2201.0,3,True,False,False
NCT00004563,Scleroderma Lung Disease,Completed,Interventional,2013-05-01,"The University of Texas Health Science Center, Houston",Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,3,,True,Cyclophosphamide; Placebo; ,,2015-02-19,158.0,3,True,False,False
NCT00004635,Thalidomide for the Treatment of Hormone-Dependent Prostate Cancer,Completed,Interventional,2010-03-01,National Cancer Institute (NCI),NIH,"Holy Cross Hospital, Fort Lauderdale Louisiana State University Health Sciences Center in New Orleans Wayne State University University of Minnesota - Clinical and Translational Science Institute Columbia University University of Pittsburgh United States Naval Medical Center, Portsmouth University of Washington",Other Other Other Other Other Other U.S. Fed Other,3,United States,True,Thalidomide; leuprolide acetate; goserelin; ,,2012-03-30,159.0,3,True,False,False
NCT00004639,Cleft Palate Surgery and Speech Development,Completed,Interventional,2006-03-01,University of Florida,Other,University of Sao Paulo,Other,2,Brazil United States,False,,,,475.0,2,True,True,False
NCT00004640,"""Clinical Trials to Enhance Elders' Oral Health"" (""TEETH"")",Completed,Interventional,2008-05-01,University of Washington,Other,National Institute of Dental and Craniofacial Research (NIDCR) Colgate Palmolive,NIH Industry,3,Canada United States,True,Chlorhexidine rinse; ,,,1101.0,3,True,True,False
NCT00004641,A Study to Prevent Complications of High Blood Pressure Caused by Hepatitis in Patients With Cirrhosis,Completed,Interventional,2007-08-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Yale University,Other,2,United States,True,timolol; ,,,212.0,2,True,False,True
NCT00004759,Methylprednisolone Given by 24-Hour or 48-Hour Infusion Versus Tirilazad for Acute Spinal Cord Injury,Completed,Interventional,2007-08-01,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Yale University,Other,3,,True,methylprednisolone; tirilazad; ,,,497.0,3,True,True,False
NCT00004867,Positron Emission Tomography in Determining Stage of Esophageal Cancer,Completed,Interventional,2009-01-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,,United States,True,chemotherapy; ,,,235.0,5,True,True,False
NCT00004888,Combination Chemotherapy With or Without Trastuzumab in Treating Women With Metastatic Breast Cancer,Completed,Interventional,2008-04-01,National Cancer Institute (NCI),NIH,,,2,United States,True,pegylated liposomal doxorubicin hydrochloride; docetaxel; ,,2011-06-21,84.0,2,True,False,False
NCT00004891,PET and CT Scans in Patients With Locally Advanced Primary Rectal Cancer That Can Be Removed During Surgery,Completed,Interventional,2007-03-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,,United States,True,chemotherapy; ,,,149.0,5,True,False,True
NCT00004917,Radiation Therapy With or Without Epoetin Alfa in Treating Anemic Patients With Head and Neck Cancer,Completed,Interventional,2007-11-01,Radiation Therapy Oncology Group,Other,National Cancer Institute (NCI),NIH,3,"Canada Korea, Republic of United States",True,cisplatin; ,,,,3,True,True,False
NCT00004978,An International Study to Evaluate Recombinant Interleukin-2 in HIV Positive Patients Taking Anti-retroviral Therapy,Completed,Interventional,2008-11-01,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Chiron Corporation,Industry,3,Argentina Australia Austria Belgium Brazil Canada Denmark France Germany Ireland Israel Italy Japan Morocco Netherlands Norway Poland Portugal Singapore Spain Sweden Switzerland Thailand United Kingdom United States,True,Recombinant interleukin-2 (rIL-2); ,,2011-01-20,4150.0,3,True,False,False
NCT00004983,Education and Group Support for Diabetic Hispanics,Completed,Interventional,2006-11-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,,,,United States,False,,,,,5,True,True,False
NCT00005005,PaTH Study: Parathyroid Hormone and Alendronate for Osteoporosis,Completed,Interventional,2007-11-01,Dennis Black,Other,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,2,United States,True,PTH; Alendronate; ,,,238.0,2,True,True,False
NCT00005028,Paclitaxel and Bryostatin 1 in Treating Patients With Metastatic Prostate Cancer,Completed,Interventional,2006-07-01,National Cancer Institute (NCI),NIH,,,2,United States,True,bryostatin 1; paclitaxel; ,,,46.0,2,True,True,False
NCT00005036,Irinotecan Compared With Combination Chemotherapy in Treating Patients With Advanced Colorectal Cancer,Completed,Interventional,2006-12-01,National Cancer Institute (NCI),NIH,Southwest Oncology Group Eastern Cooperative Oncology Group,Other Other,3,United States,True,irinotecan hydrochloride; oxaliplatin; leucovorin calcium; fluorouracil; ,,,560.0,3,True,True,False
NCT00005049,Combination Chemotherapy in Treating Patients With Stage III Ovarian Epithelial Cancer or Gastrointestinal Cancer,Completed,Interventional,2006-11-01,New York University School of Medicine,Other,National Cancer Institute (NCI),NIH,2,United States,True,carboplatin; cisplatin; floxuridine; ,,,45.0,2,True,True,False
NCT00005080,506U78 in Treating Patients With Lymphoma,Completed,Interventional,2006-01-01,National Cancer Institute (NCI),NIH,,,2,United States,True,nelarabine; ,,,74.0,2,True,True,False
NCT00005094,Celecoxib to Prevent Colorectal Cancer in Patients Who Have Undergone Surgery to Remove Polyps,Completed,Interventional,2006-04-01,National Cancer Institute (NCI),NIH,,,3,United States,True,celecoxib; ,,,1170.0,3,True,False,True
NCT00005585,Combination Chemotherapy in Treating Children With Acute Lymphoblastic Leukemia,Completed,Interventional,2007-07-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Australia Canada Netherlands Puerto Rico Switzerland United States,True,cyclophosphamide; cytarabine; daunorubicin hydrochloride; dexamethasone; leucovorin calcium; mercaptopurine; methotrexate; pegaspargase; thioguanine; vincristine sulfate; ,,,838.0,3,True,False,True
NCT00005601,Combination Chemotherapy Plus Rituximab in Treating Patients With Relapsed Non-Hodgkin's Lymphoma,Completed,Interventional,2008-02-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,cisplatin; cytarabine; dexamethasone; sargramostim; ,,,58.0,2,True,True,False
NCT00005610,Study of Aerosolized Sargramostim in Treating Patients With Melanoma Metastatic to the Lung,Completed,Interventional,2006-06-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,28.0,2,True,True,False
NCT00005613,Peripheral Stem Cell Transplantation in Treating Patients With Non-Hodgkin's Lymphoma or Hodgkin's Disease,Completed,Interventional,2006-10-01,H. Lee Moffitt Cancer Center and Research Institute,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclophosphamide; etoposide; BCNU; ,,,147.0,2,True,True,False
NCT00005652,Phase II Study of Rituximab in Patients With Immune Thrombocytopenic Purpura,Completed,Interventional,2007-08-01,University of Alabama at Birmingham,Other,,,2,United States,True,rituximab; ,,,20.0,2,True,True,False
NCT00005669,Metformin to Treat Obesity in Children With Insulin Resistance,Completed,Interventional,2009-08-01,"Jack Yanovski, M.D.",NIH,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,2,United States,True,Metformin HCL; Placebo; ,,2010-04-07,100.0,2,True,False,False
NCT00005711,Intervention for Hispanic Children With Asthma,Completed,Interventional,2008-07-01,The University of Texas Health Science Center at San Antonio,Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,,,False,,,,145.0,5,True,True,False
NCT00005778,High-Dose Intravenous (IV) Cyclophosphamide Versus Monthly IV Cyclophosphamide,Completed,Interventional,2006-04-01,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,,,3,United States,True,High-dose immunoablative therapy; ,,,100.0,3,True,True,False
NCT00005797,Bone Marrow Transplant in Treating Patients With Hematologic Cancers,Completed,Interventional,2007-07-01,H. Lee Moffitt Cancer Center and Research Institute,Other,National Cancer Institute (NCI),NIH,2,United States,True,busulfan; Cyclophosphamide; VP-16; ,,,125.0,2,True,True,False
NCT00005800,Doxorubicin and Docetaxel in Treating Women With Stage III Breast Cancer,Completed,Interventional,2006-01-01,H. Lee Moffitt Cancer Center and Research Institute,Other,National Cancer Institute (NCI) Aventis Pharmaceuticals,NIH Industry,2,United States,True,Docetaxel; Doxorubicin; ,,,45.0,2,True,True,False
NCT00005811,Topotecan Hydrochloride in Treating Children With Meningeal Cancer That Has Not Responded to Previous Treatment,Completed,Interventional,2006-04-01,National Cancer Institute (NCI),NIH,,,2,United States,True,topotecan hydrochloride; ,,,77.0,2,True,True,False
NCT00005817,Rebeccamycin Analogue in Treating Women With Stage IIIB or Stage IV Breast Cancer,Completed,Interventional,2006-05-01,National Cancer Institute (NCI),NIH,,,2,United States,True,becatecarin; ,,,42.0,2,True,True,False
NCT00005829,Gemcitabine in Treating Patients With Recurrent Chronic Lymphocytic Leukemia,Completed,Interventional,2008-04-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,,True,gemcitabine hydrochloride; ,,,22.0,2,True,True,False
NCT00005833,S9923 R115777 in Treating Patients With Advanced Colorectal Cancer,Completed,Interventional,2006-07-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,R115777; ,,,62.0,2,True,True,False
NCT00005838,Combination Chemotherapy Plus Radiation Therapy With or Without AE-941 in Treating Patients With Stage III Non-small Cell Lung Cancer That Cannot Be Removed By Surgery,Completed,Interventional,2007-02-01,National Cancer Institute (NCI),NIH,Radiation Therapy Oncology Group National Center for Complementary and Integrative Health (NCCIH),Other NIH,3,United States,True,shark cartilage extract AE-941; cisplatin; vinorelbine tartrate; carboplatin; paclitaxel; ,,,756.0,3,True,True,False
NCT00005848,"R115777 in Treating Patients With Progressive, Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy",Completed,Interventional,2007-05-01,Fox Chase Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,chemotherapy; tipifarnib; ,,,7.0,2,True,True,False
NCT00005879,LY353381 in Preventing Breast Cancer in Women With Hyperplasia,Completed,Interventional,2008-07-01,University of Kansas Medical Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,arzoxifene; Placebo; ,,,199.0,2,True,True,False
NCT00005882,Eflornithine Plus Sulindac in Preventing Colorectal Cancer in Patients With Benign Colorectal Polyps,Completed,Interventional,2008-06-01,"University of California, Irvine",Other,Chao Family Comprehensive Cancer Center National Cancer Institute (NCI),Other NIH,2,United States,True,eflornithine plus sulindac; ,,,324.0,2,True,False,True
NCT00005901,Pamidronate to Treat Osteogenesis Imperfecta in Children,Completed,Interventional,2014-05-01,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,National Institutes of Health Clinical Center (CC),NIH,3,United States,True,Pamidronate (Aredia); ,,2015-11-24,34.0,3,True,False,False
NCT00005906,Treatment With Octreotide in Patients With Lymphangioleiomyomatosis,Completed,Interventional,2008-04-01,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,,,2,United States,True,Octreotide; ,,2010-02-26,4.0,2,True,False,False
NCT00005908,Primary Chemotherapy With Docetaxel-Capecitabine and Doxorubicin-Cyclophosphamide in Breast Cancer,Completed,Interventional,2008-01-01,National Cancer Institute (NCI),NIH,,,2,United States,True,Docetaxel - Dose A; Anastrozole; cyclophosphamide; Docetaxel - Dose B; Doxorubicin hydrochloride; Tamoxifen Citrate; Capecitabine - Dose B; Capecitabine - Dose A; ,,2012-02-14,30.0,2,True,False,False
NCT00005922,"Conditioning, the Placebo Effect, and Psoriasis",Completed,Interventional,2006-07-01,University of Rochester,Other,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,,United States,True,Dose control for Arm B; ,,,138.0,5,True,True,False
NCT00005937,Antithymocyte Globulin and Cyclosporine to Treat Myelodysplasia,Completed,Interventional,2008-03-01,"Neal Young, M.D.",NIH,,,2,United States,True,Antithymocyte globulin; Cyclosporine; ,,2010-04-02,42.0,2,True,False,False
NCT00005945,Comparison of Different Combination Chemotherapy Regimens in Treating Children With Acute Lymphoblastic Leukemia,Completed,Interventional,2007-11-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Australia Canada New Zealand Switzerland United States,True,cyclophosphamide; cytarabine; daunorubicin hydrochloride; dexamethasone; doxorubicin hydrochloride; mercaptopurine; methotrexate; pegaspargase; thioguanine; vincristine sulfate; ,,,3054.0,3,True,True,False
NCT00005949,Vaccine Plus Interleukin-2 in Treating Patients With Advanced Melanoma,Completed,Interventional,2006-03-01,National Cancer Institute (NCI),NIH,,,2,United States,False,,,,50.0,2,True,True,False
NCT00005963,Docetaxel and Carboplatin in Treating Women With Metastatic Breast Cancer,Completed,Interventional,2009-01-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,carboplatin; docetaxel; ,,,53.0,2,True,True,False
NCT00005964,"Comparison of Two Combination Chemotherapy Regimens in Treating Patients With Previously Untreated Aggressive Stage II, Stage III, or Stage IV Non-Hodgkin's Lymphoma",Completed,Interventional,2006-03-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclophosphamide; doxorubicin hydrochloride; etoposide; prednisone; vincristine sulfate; ,,,59.0,2,True,True,False
NCT00005966,Interferon Alfa-2b With or Without Thalidomide in Treating Patients With Metastatic or Unresectable Kidney Cancer,Completed,Interventional,2006-03-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Australia Peru Puerto Rico United States,True,thalidomide; ,,,,3,True,True,False
NCT00005972,Combination Chemotherapy in Treating Patients With Recurrent or Refractory Small Cell Lung Cancer,Completed,Interventional,2006-10-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,gemcitabine hydrochloride; irinotecan hydrochloride; ,,,73.0,2,True,True,False
